,cap_hit,Player,team_name,Season
1222,746667,Warren Foegele,carolina-hurricanes,2017-2018
1223,745000,Roland Mckeown,carolina-hurricanes,2017-2018
1224,742500,Jaccob Slavin,carolina-hurricanes,2017-2018
1225,725000,Phillip Di Giuseppe,carolina-hurricanes,2017-2018
1226,705000,Nicolas Roy,carolina-hurricanes,2017-2018
1227,705000,Valentin Zykov,carolina-hurricanes,2017-2018
1228,683333,Lucas Wallmark,carolina-hurricanes,2017-2018
1229,670000,Trevor Carrick,carolina-hurricanes,2017-2018
1230,650000,Patrick Brown,carolina-hurricanes,2017-2018
1231,6300000,Patrick Kane,chicago-blackhawks,2011-2012
1232,6300000,Jonathan Toews,chicago-blackhawks,2011-2012
1233,5800000,Brent Seabrook,chicago-blackhawks,2011-2012
1234,5538462,Duncan Keith,chicago-blackhawks,2011-2012
1235,5275000,Marian Hossa,chicago-blackhawks,2011-2012
1236,3900000,Patrick Sharp,chicago-blackhawks,2011-2012
1237,3500000,Niklas Hjalmarsson,chicago-blackhawks,2011-2012
1238,3375000,Dave Bolland,chicago-blackhawks,2011-2012
1239,3125000,Rostislav Olesz,chicago-blackhawks,2011-2012
1240,2750000,Steve Montador,chicago-blackhawks,2011-2012
1241,2666667,Corey Crawford,chicago-blackhawks,2011-2012
1242,2333333,Michael Frolik,chicago-blackhawks,2011-2012
1243,2000000,Andrew Brunette,chicago-blackhawks,2011-2012
1244,925000,Phillip Danault,chicago-blackhawks,2011-2012
1245,925000,Mark Mcneill,chicago-blackhawks,2011-2012
1246,900000,Nick Leddy,chicago-blackhawks,2011-2012
1247,875000,Viktor Stalberg,chicago-blackhawks,2011-2012
1248,850000,Sean O'Donnell,chicago-blackhawks,2011-2012
1249,775000,Dan Carcillo,chicago-blackhawks,2011-2012
1250,773333,Shawn Lalonde,chicago-blackhawks,2011-2012
1251,738333,Dylan Olsen,chicago-blackhawks,2011-2012
1252,735000,Jeremy Morin,chicago-blackhawks,2011-2012
1253,735000,Marcus Kruger,chicago-blackhawks,2011-2012
1254,654167,Jimmy Hayes,chicago-blackhawks,2011-2012
1255,618333,Brandon Pirri,chicago-blackhawks,2011-2012
1256,600000,Ray Emery,chicago-blackhawks,2011-2012
1257,592500,Ben Smith,chicago-blackhawks,2011-2012
1258,592500,Ryan Stanton,chicago-blackhawks,2011-2012
1259,573333,Andrew Shaw,chicago-blackhawks,2011-2012
1260,545000,Brandon Bollig,chicago-blackhawks,2011-2012
1261,541667,Bryan Bickell,chicago-blackhawks,2011-2012
1262,525000,Carter Hutton,chicago-blackhawks,2011-2012
1263,525000,Robert Klinkhammer,chicago-blackhawks,2011-2012
1264,525000,Brandon Segal,chicago-blackhawks,2011-2012
1265,6300000,Patrick Kane,chicago-blackhawks,2012-2013
1266,6300000,Jonathan Toews,chicago-blackhawks,2012-2013
1267,5900000,Patrick Sharp,chicago-blackhawks,2012-2013
1268,5800000,Brent Seabrook,chicago-blackhawks,2012-2013
1269,5538462,Duncan Keith,chicago-blackhawks,2012-2013
1270,5275000,Marian Hossa,chicago-blackhawks,2012-2013
1271,3500000,Niklas Hjalmarsson,chicago-blackhawks,2012-2013
1272,3375000,John Oduya,chicago-blackhawks,2012-2013
1273,3375000,Dave Bolland,chicago-blackhawks,2012-2013
1274,2666667,Corey Crawford,chicago-blackhawks,2012-2013
1275,2500000,Michal Handzus,chicago-blackhawks,2012-2013
1276,2333333,Michael Frolik,chicago-blackhawks,2012-2013
1277,2000000,Michal Rozsival,chicago-blackhawks,2012-2013
1278,1486598,Drew Leblanc,chicago-blackhawks,2012-2013
1279,1250000,Sheldon Brookbank,chicago-blackhawks,2012-2013
1280,1150000,Ray Emery,chicago-blackhawks,2012-2013
1281,900000,Nick Leddy,chicago-blackhawks,2012-2013
1282,875000,Viktor Stalberg,chicago-blackhawks,2012-2013
1283,862500,Henrik Karlsson,chicago-blackhawks,2012-2013
1284,825000,Dan Carcillo,chicago-blackhawks,2012-2013
1285,773333,Shawn Lalonde,chicago-blackhawks,2012-2013
1286,764167,Brandon Saad,chicago-blackhawks,2012-2013
1287,738333,Dylan Olsen,chicago-blackhawks,2012-2013
1288,735000,Jeremy Morin,chicago-blackhawks,2012-2013
1289,735000,Marcus Kruger,chicago-blackhawks,2012-2013
1290,654167,Jimmy Hayes,chicago-blackhawks,2012-2013
1291,650000,Jamal Mayers,chicago-blackhawks,2012-2013
1292,618333,Brandon Pirri,chicago-blackhawks,2012-2013
1293,613333,Klas Dahlbeck,chicago-blackhawks,2012-2013
1294,592500,Ryan Stanton,chicago-blackhawks,2012-2013
1295,575000,Brandon Bollig,chicago-blackhawks,2012-2013
1296,573333,Andrew Shaw,chicago-blackhawks,2012-2013
1297,562500,Ben Smith,chicago-blackhawks,2012-2013
1298,541667,Bryan Bickell,chicago-blackhawks,2012-2013
1299,525000,Carter Hutton,chicago-blackhawks,2012-2013
1300,6300000,Patrick Kane,chicago-blackhawks,2013-2014
1301,6300000,Jonathan Toews,chicago-blackhawks,2013-2014
1302,5900000,Patrick Sharp,chicago-blackhawks,2013-2014
1303,5800000,Brent Seabrook,chicago-blackhawks,2013-2014
1304,5538462,Duncan Keith,chicago-blackhawks,2013-2014
1305,5275000,Marian Hossa,chicago-blackhawks,2013-2014
1306,4400000,Kris Versteeg,chicago-blackhawks,2013-2014
1307,4000000,Bryan Bickell,chicago-blackhawks,2013-2014
1308,3500000,Niklas Hjalmarsson,chicago-blackhawks,2013-2014
1309,3375000,John Oduya,chicago-blackhawks,2013-2014
1310,2700000,Nick Leddy,chicago-blackhawks,2013-2014
1311,2666667,Corey Crawford,chicago-blackhawks,2013-2014
1312,2200000,Michal Rozsival,chicago-blackhawks,2013-2014
1313,1700000,Nikolai Khabibulin,chicago-blackhawks,2013-2014
1314,1325000,Marcus Kruger,chicago-blackhawks,2013-2014
1315,1250000,Sheldon Brookbank,chicago-blackhawks,2013-2014
1316,1000000,Michal Handzus,chicago-blackhawks,2013-2014
1317,764167,Brandon Saad,chicago-blackhawks,2013-2014
1318,702051,Antti Raanta,chicago-blackhawks,2013-2014
1319,575000,Brandon Bollig,chicago-blackhawks,2013-2014
1320,573333,Andrew Shaw,chicago-blackhawks,2013-2014
1321,562500,Ben Smith,chicago-blackhawks,2013-2014
1322,237462,Jeremy Morin,chicago-blackhawks,2013-2014
1323,165051,David Rundblad,chicago-blackhawks,2013-2014
1324,126923,Peter Regin,chicago-blackhawks,2013-2014
1325,109103,Matt Carey,chicago-blackhawks,2013-2014
1326,6300000,Patrick Kane,chicago-blackhawks,2014-2015
1327,6300000,Jonathan Toews,chicago-blackhawks,2014-2015
1328,6000000,Corey Crawford,chicago-blackhawks,2014-2015
1329,5900000,Patrick Sharp,chicago-blackhawks,2014-2015
1330,5800000,Brent Seabrook,chicago-blackhawks,2014-2015
1331,5538462,Duncan Keith,chicago-blackhawks,2014-2015
1332,5275000,Marian Hossa,chicago-blackhawks,2014-2015
1333,4400000,Kris Versteeg,chicago-blackhawks,2014-2015
1334,4100000,Niklas Hjalmarsson,chicago-blackhawks,2014-2015
1335,4000000,Bryan Bickell,chicago-blackhawks,2014-2015
1336,3375000,John Oduya,chicago-blackhawks,2014-2015
1337,2200000,Michal Rozsival,chicago-blackhawks,2014-2015
1338,2000000,Andrew Shaw,chicago-blackhawks,2014-2015
1339,2000000,Brad Richards,chicago-blackhawks,2014-2015
1340,1325000,Marcus Kruger,chicago-blackhawks,2014-2015
1341,1223118,Kimmo Timonen,chicago-blackhawks,2014-2015
1342,866935,Antoine Vermette,chicago-blackhawks,2014-2015
1343,764167,Brandon Saad,chicago-blackhawks,2014-2015
1344,696237,Trevor Van Riemsdyk,chicago-blackhawks,2014-2015
1345,573000,David Rundblad,chicago-blackhawks,2014-2015
1346,552419,Antti Raanta,chicago-blackhawks,2014-2015
1347,550000,Dan Carcillo,chicago-blackhawks,2014-2015
1348,418239,Teuvo Teravainen,chicago-blackhawks,2014-2015
1349,409677,Joakim Nordstrom,chicago-blackhawks,2014-2015
1350,223710,Scott Darling,chicago-blackhawks,2014-2015
1351,82661,Andrew Desjardins,chicago-blackhawks,2014-2015
1352,77419,Kyle Cumiskey,chicago-blackhawks,2014-2015
1353,74597,Michael Paliotta,chicago-blackhawks,2014-2015
1354,49731,Ryan Hartman,chicago-blackhawks,2014-2015
1355,18566,Phillip Danault,chicago-blackhawks,2014-2015
1356,10500000,Patrick Kane,chicago-blackhawks,2015-2016
1357,10500000,Jonathan Toews,chicago-blackhawks,2015-2016
1358,6000000,Corey Crawford,chicago-blackhawks,2015-2016
1359,5800000,Brent Seabrook,chicago-blackhawks,2015-2016
1360,5538462,Duncan Keith,chicago-blackhawks,2015-2016
1361,5275000,Marian Hossa,chicago-blackhawks,2015-2016
1362,4400000,Andrew Ladd,chicago-blackhawks,2015-2016
1363,4100000,Niklas Hjalmarsson,chicago-blackhawks,2015-2016
1364,4000000,Bryan Bickell,chicago-blackhawks,2015-2016
1365,3283333,Artem Anisimov,chicago-blackhawks,2015-2016
1366,2000000,Andrew Shaw,chicago-blackhawks,2015-2016
1367,1500000,Jay Harrison,chicago-blackhawks,2015-2016
1368,1500000,Marcus Kruger,chicago-blackhawks,2015-2016
1369,1500000,Chris Ehrhoff,chicago-blackhawks,2015-2016
1370,1050000,David Rundblad,chicago-blackhawks,2015-2016
1371,1025000,Dale Weise,chicago-blackhawks,2015-2016
1372,975000,Richard Panik,chicago-blackhawks,2015-2016
1373,925000,Trevor Van Riemsdyk,chicago-blackhawks,2015-2016
1374,894167,Teuvo Teravainen,chicago-blackhawks,2015-2016
1375,863333,Mark Mcneill,chicago-blackhawks,2015-2016
1376,858750,Kyle Baun,chicago-blackhawks,2015-2016
1377,812500,Artemi Panarin,chicago-blackhawks,2015-2016
1378,800000,Andrew Desjardins,chicago-blackhawks,2015-2016
1379,751935,Ryan Hartman,chicago-blackhawks,2015-2016
1380,750000,Tomas Fleischmann,chicago-blackhawks,2015-2016
1381,717500,Vincent Hinostroza,chicago-blackhawks,2015-2016
1382,667500,Erik Gustafsson,chicago-blackhawks,2015-2016
1383,667500,Tanner Kero,chicago-blackhawks,2015-2016
1384,600000,Michal Rozsival,chicago-blackhawks,2015-2016
1385,587500,Scott Darling,chicago-blackhawks,2015-2016
1386,575000,Kyle Cumiskey,chicago-blackhawks,2015-2016
1387,575000,Michael Leighton,chicago-blackhawks,2015-2016
1388,575000,Dennis Rasmussen,chicago-blackhawks,2015-2016
1389,575000,Viktor Svedberg,chicago-blackhawks,2015-2016
1390,562500,Brandon Mashinter,chicago-blackhawks,2015-2016
1391,10500000,Patrick Kane,chicago-blackhawks,2016-2017
1392,10500000,Jonathan Toews,chicago-blackhawks,2016-2017
1393,6875000,Brent Seabrook,chicago-blackhawks,2016-2017
1394,6000000,Corey Crawford,chicago-blackhawks,2016-2017
1395,5538462,Duncan Keith,chicago-blackhawks,2016-2017
1396,5275000,Marian Hossa,chicago-blackhawks,2016-2017
1397,4550000,Artem Anisimov,chicago-blackhawks,2016-2017
1398,4100000,Niklas Hjalmarsson,chicago-blackhawks,2016-2017
1399,3750000,John Oduya,chicago-blackhawks,2016-2017
1400,3083333,Marcus Kruger,chicago-blackhawks,2016-2017
1401,1500000,Brian Campbell,chicago-blackhawks,2016-2017
1402,925000,John Hayden,chicago-blackhawks,2016-2017
1403,925000,Tyler Motte,chicago-blackhawks,2016-2017
1404,925000,Nick Schmaltz,chicago-blackhawks,2016-2017
1405,900000,Tomas Jurco,chicago-blackhawks,2016-2017
1406,875000,Richard Panik,chicago-blackhawks,2016-2017
1407,872500,Gustav Forsling,chicago-blackhawks,2016-2017
1408,863333,Ryan Hartman,chicago-blackhawks,2016-2017
1409,825000,Trevor Van Riemsdyk,chicago-blackhawks,2016-2017
1410,812500,Artemi Panarin,chicago-blackhawks,2016-2017
1411,800000,Andrew Desjardins,chicago-blackhawks,2016-2017
1412,750000,Jordin Tootoo,chicago-blackhawks,2016-2017
1413,717500,Vincent Hinostroza,chicago-blackhawks,2016-2017
1414,700000,Michal Kempny,chicago-blackhawks,2016-2017
1415,667500,Erik Gustafsson,chicago-blackhawks,2016-2017
1416,667500,Tanner Kero,chicago-blackhawks,2016-2017
1417,612500,Jeff Glass,chicago-blackhawks,2016-2017
1418,600000,Michal Rozsival,chicago-blackhawks,2016-2017
1419,575000,Lars Johansson,chicago-blackhawks,2016-2017
1420,575000,Dennis Rasmussen,chicago-blackhawks,2016-2017
1421,10500000,Patrick Kane,chicago-blackhawks,2017-2018
1422,10500000,Jonathan Toews,chicago-blackhawks,2017-2018
1423,6875000,Brent Seabrook,chicago-blackhawks,2017-2018
1424,6000000,Brandon Saad,chicago-blackhawks,2017-2018
1425,6000000,Corey Crawford,chicago-blackhawks,2017-2018
1426,5538462,Duncan Keith,chicago-blackhawks,2017-2018
1427,5275000,Marian Hossa,chicago-blackhawks,2017-2018
1428,4550000,Artem Anisimov,chicago-blackhawks,2017-2018
1429,3850000,Connor Murphy,chicago-blackhawks,2017-2018
1430,1200000,Anthony Duclair,chicago-blackhawks,2017-2018
1431,1000000,Lance Bouma,chicago-blackhawks,2017-2018
1432,1000000,Cody Franson,chicago-blackhawks,2017-2018
1433,925000,John Hayden,chicago-blackhawks,2017-2018
1434,925000,Blake Hillman,chicago-blackhawks,2017-2018
1435,925000,David Kampf,chicago-blackhawks,2017-2018
1436,925000,Jan Rutta,chicago-blackhawks,2017-2018
1437,925000,Nick Schmaltz,chicago-blackhawks,2017-2018
1438,925000,Dylan Sikura,chicago-blackhawks,2017-2018
1439,872500,Gustav Forsling,chicago-blackhawks,2017-2018
1440,833750,Victor Ejdsell,chicago-blackhawks,2017-2018
1441,800000,Tomas Jurco,chicago-blackhawks,2017-2018
1442,800000,Patrick Sharp,chicago-blackhawks,2017-2018
1443,778333,Alex Debrincat,chicago-blackhawks,2017-2018
1444,775833,Matthew Highmore,chicago-blackhawks,2017-2018
1445,767500,Collin Delia,chicago-blackhawks,2017-2018
1446,750833,Carl Dahlstrom,chicago-blackhawks,2017-2018
1447,750000,Anton Forsberg,chicago-blackhawks,2017-2018
1448,750000,Tanner Kero,chicago-blackhawks,2017-2018
1449,717500,Vincent Hinostroza,chicago-blackhawks,2017-2018
1450,700000,Jean-Francois Berube,chicago-blackhawks,2017-2018
1451,675000,Andreas Martinsen,chicago-blackhawks,2017-2018
1452,650000,Erik Gustafsson,chicago-blackhawks,2017-2018
1453,650000,Jordan Oesterle,chicago-blackhawks,2017-2018
1454,650000,Michal Rozsival,chicago-blackhawks,2017-2018
1455,612500,Chris Didomenico,chicago-blackhawks,2017-2018
1456,612500,Jeff Glass,chicago-blackhawks,2017-2018
1457,6600000,Paul Stastny,colorado-avalanche,2011-2012
1458,3250000,Jan Hejda,colorado-avalanche,2011-2012
1459,3125000,Kyle Quincey,colorado-avalanche,2011-2012
1460,3000000,Milan Hejduk,colorado-avalanche,2011-2012
1461,2833333,Semyon Varlamov,colorado-avalanche,2011-2012
1462,2600000,Erik Johnson,colorado-avalanche,2011-2012
1463,2500000,David Jones,colorado-avalanche,2011-2012
1464,2000000,Peter Mueller,colorado-avalanche,2011-2012
1465,1800000,Ryan O'Byrne,colorado-avalanche,2011-2012
1466,1550000,Matt Hunwick,colorado-avalanche,2011-2012
1467,1450000,Jay Mcclement,colorado-avalanche,2011-2012
1468,1275000,Ryan Wilson,colorado-avalanche,2011-2012
1469,1250000,Jean-Sebastien Giguere,colorado-avalanche,2011-2012
1470,1250000,Chuck Kobasew,colorado-avalanche,2011-2012
1471,1100000,Shane O'Brien,colorado-avalanche,2011-2012
1472,1033333,Cody Mcleod,colorado-avalanche,2011-2012
1473,925000,Gabriel Landeskog,colorado-avalanche,2011-2012
1474,900000,Matt Duchene,colorado-avalanche,2011-2012
1475,900000,Stefan Elliott,colorado-avalanche,2011-2012
1476,880000,Ryan O'Reilly,colorado-avalanche,2011-2012
1477,850000,Mark Olver,colorado-avalanche,2011-2012
1478,850000,Kevin Porter,colorado-avalanche,2011-2012
1479,803250,Ryan Stoa,colorado-avalanche,2011-2012
1480,715000,Tyson Barrie,colorado-avalanche,2011-2012
1481,708750,Kyle Cumiskey,colorado-avalanche,2011-2012
1482,700000,Brad Malone,colorado-avalanche,2011-2012
1483,700000,Tj Galiardi,colorado-avalanche,2011-2012
1484,650000,Cedrick Desjardins,colorado-avalanche,2011-2012
1485,600000,Joakin Lindstrom,colorado-avalanche,2011-2012
1486,566666,Joel Chouinard,colorado-avalanche,2011-2012
1487,555000,Michael Sgarbossa,colorado-avalanche,2011-2012
1488,525000,Patrick Bordeleau,colorado-avalanche,2011-2012
1489,525000,Sean Sullivan,colorado-avalanche,2011-2012
1490,6600000,Paul Stastny,colorado-avalanche,2012-2013
1491,5000000,Ryan O'Reilly,colorado-avalanche,2012-2013
1492,4000000,David Jones,colorado-avalanche,2012-2013
1493,4000000,Pierre-Alexandre Parenteau,colorado-avalanche,2012-2013
1494,3750000,Erik Johnson,colorado-avalanche,2012-2013
1495,3500000,Matt Duchene,colorado-avalanche,2012-2013
1496,3250000,Jan Hejda,colorado-avalanche,2012-2013
1497,2833333,Semyon Varlamov,colorado-avalanche,2012-2013
1498,2650000,Steve Downie,colorado-avalanche,2012-2013
1499,2250000,Greg Zanon,colorado-avalanche,2012-2013
1500,2250000,Ryan Wilson,colorado-avalanche,2012-2013
1501,2000000,Milan Hejduk,colorado-avalanche,2012-2013
1502,2000000,Shane O'Brien,colorado-avalanche,2012-2013
1503,1750000,Jamie Mcginn,colorado-avalanche,2012-2013
1504,1600000,Matt Hunwick,colorado-avalanche,2012-2013
1505,1250000,Chuck Kobasew,colorado-avalanche,2012-2013
1506,1250000,Jean-Sebastien Giguere,colorado-avalanche,2012-2013
1507,1150000,Cody Mcleod,colorado-avalanche,2012-2013
1508,1100000,John Mitchell,colorado-avalanche,2012-2013
1509,925000,Gabriel Landeskog,colorado-avalanche,2012-2013
1510,900000,Stefan Elliott,colorado-avalanche,2012-2013
1511,800000,Tomas Vincour,colorado-avalanche,2012-2013
1512,715000,Tyson Barrie,colorado-avalanche,2012-2013
1513,683333,Sami Aittokallio,colorado-avalanche,2012-2013
1514,600000,Mark Olver,colorado-avalanche,2012-2013
1515,575000,Sean Sullivan,colorado-avalanche,2012-2013
1516,575000,David Van Der Gulik,colorado-avalanche,2012-2013
1517,525000,Patrick Bordeleau,colorado-avalanche,2012-2013
1518,6600000,Paul Stastny,colorado-avalanche,2013-2014
1519,5000000,Ryan O'Reilly,colorado-avalanche,2013-2014
1520,4000000,Pierre-Alexandre Parenteau,colorado-avalanche,2013-2014
1521,3750000,Erik Johnson,colorado-avalanche,2013-2014
1522,3500000,Matt Duchene,colorado-avalanche,2013-2014
1523,3500000,Alex Tanguay,colorado-avalanche,2013-2014
1524,3250000,Jan Hejda,colorado-avalanche,2013-2014
1525,2833333,Semyon Varlamov,colorado-avalanche,2013-2014
1526,2250000,Ryan Wilson,colorado-avalanche,2013-2014
1527,2000000,Cory Sarich,colorado-avalanche,2013-2014
1528,1800000,Maxime Talbot,colorado-avalanche,2013-2014
1529,1750000,Jamie Mcginn,colorado-avalanche,2013-2014
1530,1500000,Jean-Sebastien Giguere,colorado-avalanche,2013-2014
1531,1150000,Cody Mcleod,colorado-avalanche,2013-2014
1532,1100000,John Mitchell,colorado-avalanche,2013-2014
1533,1000000,Patrick Bordeleau,colorado-avalanche,2013-2014
1534,925000,Nathan Mackinnon,colorado-avalanche,2013-2014
1535,925000,Gabriel Landeskog,colorado-avalanche,2013-2014
1536,900000,Andre Benoit,colorado-avalanche,2013-2014
1537,667333,Tyson Barrie,colorado-avalanche,2013-2014
1538,600000,Nate Guenin,colorado-avalanche,2013-2014
1539,600000,Nick Holden,colorado-avalanche,2013-2014
1540,537500,Marc-Andre Cliche,colorado-avalanche,2013-2014
1541,373154,Brad Malone,colorado-avalanche,2013-2014
1542,290855,Sami Aittokallio,colorado-avalanche,2013-2014
1543,174359,Reto Berra,colorado-avalanche,2013-2014
1544,114231,Paul Carey,colorado-avalanche,2013-2014
1545,8650,Stefan Elliott,colorado-avalanche,2013-2014
1546,6000000,Ryan O'Reilly,colorado-avalanche,2014-2015
1547,6000000,Matt Duchene,colorado-avalanche,2014-2015
1548,5900000,Semyon Varlamov,colorado-avalanche,2014-2015
1549,5571429,Gabriel Landeskog,colorado-avalanche,2014-2015
1550,5333333,Jarome Iginla,colorado-avalanche,2014-2015
1551,4000000,Dan Briere,colorado-avalanche,2014-2015
1552,3750000,Erik Johnson,colorado-avalanche,2014-2015
1553,3600000,Brad Stuart,colorado-avalanche,2014-2015
1554,3500000,Alex Tanguay,colorado-avalanche,2014-2015
1555,3250000,Jan Hejda,colorado-avalanche,2014-2015
1556,2950000,Jamie Mcginn,colorado-avalanche,2014-2015
1557,2600000,Tyson Barrie,colorado-avalanche,2014-2015
1558,2250000,Ryan Wilson,colorado-avalanche,2014-2015
1559,1800000,John Mitchell,colorado-avalanche,2014-2015
1560,1450000,Reto Berra,colorado-avalanche,2014-2015
1561,1150000,Cody Mcleod,colorado-avalanche,2014-2015
1562,1137500,Nathan Mackinnon,colorado-avalanche,2014-2015
1563,1000000,Patrick Bordeleau,colorado-avalanche,2014-2015
1564,900000,Jesse Winchester,colorado-avalanche,2014-2015
1565,800000,Nate Guenin,colorado-avalanche,2014-2015
1566,750000,Zach Redmond,colorado-avalanche,2014-2015
1567,700000,Marc-Andre Cliche,colorado-avalanche,2014-2015
1568,600000,Nick Holden,colorado-avalanche,2014-2015
1569,500537,Dennis Everberg,colorado-avalanche,2014-2015
1570,132258,Jordan Caron,colorado-avalanche,2014-2015
1571,6000000,Matt Duchene,colorado-avalanche,2015-2016
1572,5900000,Semyon Varlamov,colorado-avalanche,2015-2016
1573,5571429,Gabriel Landeskog,colorado-avalanche,2015-2016
1574,5333333,Jarome Iginla,colorado-avalanche,2015-2016
1575,4750000,Carl Soderberg,colorado-avalanche,2015-2016
1576,4500000,Francois Beauchemin,colorado-avalanche,2015-2016
1577,3750000,Erik Johnson,colorado-avalanche,2015-2016
1578,3750000,Mikkel Boedker,colorado-avalanche,2015-2016
1579,3600000,Brad Stuart,colorado-avalanche,2015-2016
1580,2600000,Tyson Barrie,colorado-avalanche,2015-2016
1581,2400000,Blake Comeau,colorado-avalanche,2015-2016
1582,2300000,Shawn Matthias,colorado-avalanche,2015-2016
1583,1800000,John Mitchell,colorado-avalanche,2015-2016
1584,1650000,Nick Holden,colorado-avalanche,2015-2016
1585,1575000,Eric Gelinas,colorado-avalanche,2015-2016
1586,1450000,Reto Berra,colorado-avalanche,2015-2016
1587,1333333,Cody Mcleod,colorado-avalanche,2015-2016
1588,1000000,Patrick Bordeleau,colorado-avalanche,2015-2016
1589,925000,Nathan Mackinnon,colorado-avalanche,2015-2016
1590,925000,Mikko Rantanen,colorado-avalanche,2015-2016
1591,900000,Jesse Winchester,colorado-avalanche,2015-2016
1592,894167,Nikita Zadorov,colorado-avalanche,2015-2016
1593,850500,Brandon Gormley,colorado-avalanche,2015-2016
1594,850500,Calvin Pickard,colorado-avalanche,2015-2016
1595,843333,Chris Bigras,colorado-avalanche,2015-2016
1596,750000,Zach Redmond,colorado-avalanche,2015-2016
1597,742500,Andreas Martinsen,colorado-avalanche,2015-2016
1598,675000,Mikhail Grigorenko,colorado-avalanche,2015-2016
1599,675000,Jack Skille,colorado-avalanche,2015-2016
1600,650000,Ben Street,colorado-avalanche,2015-2016
1601,650000,Andrew Bodnarchuk,colorado-avalanche,2015-2016
1602,622500,Borna Rendulic,colorado-avalanche,2015-2016
1603,612500,Dennis Everberg,colorado-avalanche,2015-2016
1604,600000,Andrew Agozzino,colorado-avalanche,2015-2016
1605,572500,Roman Will,colorado-avalanche,2015-2016
1606,6300000,Nathan Mackinnon,colorado-avalanche,2016-2017
1607,6000000,Matt Duchene,colorado-avalanche,2016-2017
1608,6000000,Erik Johnson,colorado-avalanche,2016-2017
1609,5900000,Semyon Varlamov,colorado-avalanche,2016-2017
1610,5571429,Gabriel Landeskog,colorado-avalanche,2016-2017
1611,5500000,Tyson Barrie,colorado-avalanche,2016-2017
1612,4750000,Carl Soderberg,colorado-avalanche,2016-2017
1613,4500000,Francois Beauchemin,colorado-avalanche,2016-2017
1614,2500000,Joe Colborne,colorado-avalanche,2016-2017
1615,2400000,Blake Comeau,colorado-avalanche,2016-2017
1616,2000000,Fedor Tyutin,colorado-avalanche,2016-2017
1617,1800000,John Mitchell,colorado-avalanche,2016-2017
1618,1575000,Eric Gelinas,colorado-avalanche,2016-2017
1619,1300000,Mikhail Grigorenko,colorado-avalanche,2016-2017
1620,1000000,Calvin Pickard,colorado-avalanche,2016-2017
1621,925000,J.T Compher,colorado-avalanche,2016-2017
1622,925000,Rocco Grimaldi,colorado-avalanche,2016-2017
1623,925000,Tyson Jost,colorado-avalanche,2016-2017
1624,894167,Mikko Rantanen,colorado-avalanche,2016-2017
1625,894167,Nikita Zadorov,colorado-avalanche,2016-2017
1626,874125,Duncan Siemens,colorado-avalanche,2016-2017
1627,800000,Gabriel Bourque,colorado-avalanche,2016-2017
1628,800000,Patrick Wiercioch,colorado-avalanche,2016-2017
1629,750000,Mark Barberio,colorado-avalanche,2016-2017
1630,750000,Cody Goloubef,colorado-avalanche,2016-2017
1631,741666,A.J. Greer,colorado-avalanche,2016-2017
1632,735000,Matt Nieto,colorado-avalanche,2016-2017
1633,728333,Spencer Martin,colorado-avalanche,2016-2017
1634,717500,Anton Lindholm,colorado-avalanche,2016-2017
1635,675000,Jeremy Smith,colorado-avalanche,2016-2017
1636,650000,Rene Bourque,colorado-avalanche,2016-2017
1637,600000,Jim O'Brien,colorado-avalanche,2016-2017
1638,586667,Samuel Henley,colorado-avalanche,2016-2017
1639,335843,Sven Andrighetto,colorado-avalanche,2016-2017
1640,6300000,Nathan Mackinnon,colorado-avalanche,2017-2018
1641,6000000,Erik Johnson,colorado-avalanche,2017-2018
1642,5900000,Semyon Varlamov,colorado-avalanche,2017-2018
1643,5571429,Gabriel Landeskog,colorado-avalanche,2017-2018
1644,5500000,Tyson Barrie,colorado-avalanche,2017-2018
1645,4750000,Carl Soderberg,colorado-avalanche,2017-2018
1646,3937500,Colin Wilson,colorado-avalanche,2017-2018
1647,2750000,Jonathan Bernier,colorado-avalanche,2017-2018
1648,2500000,Joe Colborne,colorado-avalanche,2017-2018
1649,2400000,Blake Comeau,colorado-avalanche,2017-2018
1650,2150000,Nikita Zadorov,colorado-avalanche,2017-2018
1651,1400000,Sven Andrighetto,colorado-avalanche,2017-2018
1652,1350000,Andrew Hammond,colorado-avalanche,2017-2018
1653,1000000,Matt Nieto,colorado-avalanche,2017-2018
1654,945000,Patrik Nemeth,colorado-avalanche,2017-2018
1655,925000,J.T Compher,colorado-avalanche,2017-2018
1656,925000,Alex Kerfoot,colorado-avalanche,2017-2018
1657,925000,Andrei Mironov,colorado-avalanche,2017-2018
1658,925000,Dominic Toninato,colorado-avalanche,2017-2018
1659,894167,Mikko Rantanen,colorado-avalanche,2017-2018
1660,885833,Tyson Jost,colorado-avalanche,2017-2018
1661,875000,Nail Yakupov,colorado-avalanche,2017-2018
1662,833333,Vladislav Kamenev,colorado-avalanche,2017-2018
1663,750000,Gabriel Bourque,colorado-avalanche,2017-2018
1664,750000,Rocco Grimaldi,colorado-avalanche,2017-2018
1665,750000,Duncan Siemens,colorado-avalanche,2017-2018
1666,750000,Mark Barberio,colorado-avalanche,2017-2018
1667,741666,A.J. Greer,colorado-avalanche,2017-2018
1668,728333,Samuel Girard,colorado-avalanche,2017-2018
1669,728333,Spencer Martin,colorado-avalanche,2017-2018
1670,717500,Anton Lindholm,colorado-avalanche,2017-2018
1671,675000,David Warsofsky,colorado-avalanche,2017-2018
